Absolute Time (s),Current (A),Voltage (V)
38.920443165481565,0.0276844,5.0
38.93044316548157,0.0276845,5.0
38.94044316548157,0.0276845,5.0
38.950443165481566,0.0276847,5.0
38.960443165481564,0.0276845,5.0
38.97044316548157,0.0276845,5.0
38.98044316548157,0.0276845,5.0
38.990443165481565,0.0276842,5.0
39.00044316548157,0.0276843,5.0
39.01044316548157,0.0276844,5.0
39.020443165481566,0.0276846,5.0
39.030443165481564,0.0276847,5.0
39.04044316548157,0.0276844,5.0
39.05044316548157,0.0276845,5.0
39.060443165481566,0.0276844,5.0
39.07044316548157,0.0276846,5.0
39.08044316548157,0.0276846,5.0
39.09044316548157,0.0276845,5.0
39.100443165481565,0.0276845,5.0
